Entry	Entry name	Protein names	Taxonomic lineage (PHYLUM)	Taxonomic lineage (ORDER)	Taxonomic lineage (SPECIES)	Taxonomic lineage (FAMILY)
A0A437SNU2	A0A437SNU2_BACTU	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus thuringiensis	Bacillaceae
A0A449EHK7	A0A449EHK7_ENTFL	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Enterococcus faecalis (Streptococcus faecalis)	Enterococcaceae
A0A494ZTT6	A0A494ZTT6_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Oceanobacillus halophilus	Bacillaceae
A0A4E7Q0F0	A0A4E7Q0F0_BACTI	Uncharacterized protein	Firmicutes	Bacillales	Bacillus thuringiensis	Bacillaceae
A0A4P8XL60	A0A4P8XL60_9BACL	Uncharacterized protein	Firmicutes	Bacillales	Paenibacillus sp. HB172198	Paenibacillaceae
A0A4P9EYI0	A0A4P9EYI0_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus paranthracis	Bacillaceae
A0A4Q1RFD3	A0A4Q1RFD3_9FIRM	DUF4176 domain-containing protein	Firmicutes	Eubacteriales	Blautia faecicola	Lachnospiraceae
A0A4Q1YX73	A0A4Q1YX73_ENTFL	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Enterococcus faecalis (Streptococcus faecalis)	Enterococcaceae
A0A4Q2AYP9	A0A4Q2AYP9_9LACO	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Ligilactobacillus murinus	Lactobacillaceae
A0A4Q2HZB1	A0A4Q2HZB1_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Fictibacillus sp. S7	Bacillaceae
A0A4Q4IL37	A0A4Q4IL37_9BACL	DUF4176 domain-containing protein	Firmicutes	Bacillales	Sporolactobacillus sp. THM19-2	Sporolactobacillaceae
A0A4Q9W5J3	A0A4Q9W5J3_STAEP	IS200/IS605 family transposase	Firmicutes	Bacillales	Staphylococcus epidermidis	Staphylococcaceae
A0A4R2BAZ5	A0A4R2BAZ5_9BACI	Uncharacterized protein	Firmicutes	Bacillales	Mesobacillus foraminis	Bacillaceae
A0A4R3TEM3	A0A4R3TEM3_9FIRM	Uncharacterized protein	Firmicutes	Erysipelotrichales	Longicatena caecimuris	Erysipelotrichaceae
A0A4R4JPB2	A0A4R4JPB2_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp. CBEL-1	Bacillaceae
A0A4R5YW50	A0A4R5YW50_9BACL	DUF4176 domain-containing protein	Firmicutes	Bacillales	Paenibacillus dendritiformis	Paenibacillaceae
A0A4R6ZQB2	A0A4R6ZQB2_9LIST	Uncharacterized protein	Firmicutes	Bacillales	Listeria rocourtiae	Listeriaceae
A0A4R7KBY3	A0A4R7KBY3_9CLOT	Uncharacterized protein	Firmicutes	Eubacteriales	Fonticella tunisiensis	Clostridiaceae
A0A4R9DRS1	A0A4R9DRS1_9STRE	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Streptococcus sp. AN2	Streptococcaceae
A0A4S2DC78	A0A4S2DC78_9CLOT	DUF4176 domain-containing protein	Firmicutes	Eubacteriales	Clostridium sartagoforme	Clostridiaceae
A0A4S2E7P1	A0A4S2E7P1_9LACO	DUF4176 domain-containing protein (Fragment)	Firmicutes	Lactobacillales	Ligilactobacillus murinus	Lactobacillaceae
A0A4S2EFA9	A0A4S2EFA9_9LACO	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Ligilactobacillus murinus	Lactobacillaceae
A0A4S2EGC1	A0A4S2EGC1_9LACO	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Ligilactobacillus murinus	Lactobacillaceae
A0A4S2FCE2	A0A4S2FCE2_9FIRM	DUF4176 domain-containing protein	Firmicutes	Erysipelotrichales	Erysipelotrichaceae bacterium	Erysipelotrichaceae
A0A4S4HGD8	A0A4S4HGD8_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp. HUB-I-004	Bacillaceae
A0A4S4HI32	A0A4S4HI32_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp. HUB-I-004	Bacillaceae
A0A4S4I1I4	A0A4S4I1I4_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp. HUB-I-004	Bacillaceae
A0A4T2GKY5	A0A4T2GKY5_STRSU	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Streptococcus suis	Streptococcaceae
A0A4T2H463	A0A4T2H463_STRSU	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Streptococcus suis	Streptococcaceae
A0A4T2H466	A0A4T2H466_STRSU	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Streptococcus suis	Streptococcaceae
A0A4U1KWQ1	A0A4U1KWQ1_STRMT	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Streptococcus mitis	Streptococcaceae
A0A4U2M3E0	A0A4U2M3E0_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Peribacillus simplex	Bacillaceae
A0A4U2MGG2	A0A4U2MGG2_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus wiedmannii	Bacillaceae
A0A4U2MM00	A0A4U2MM00_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus wiedmannii	Bacillaceae
A0A4U2SD40	A0A4U2SD40_BACCE	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A4U2TIW7	A0A4U2TIW7_BACCE	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A4U3B0U0	A0A4U3B0U0_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus wiedmannii	Bacillaceae
A0A4U4T4T5	A0A4U4T4T5_ENTFL	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Enterococcus faecalis (Streptococcus faecalis)	Enterococcaceae
A0A4V0BQC4	A0A4V0BQC4_9STRE	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus australis	Streptococcaceae
A0A4V0BQX7	A0A4V0BQX7_9STRE	Uncharacterized protein conserved in bacteria	Firmicutes	Lactobacillales	Streptococcus australis	Streptococcaceae
A0A4V0BSV4	A0A4V0BSV4_9STRE	EsaC protein analog (Listeria type 3)	Firmicutes	Lactobacillales	Streptococcus australis	Streptococcaceae
A0A4V0BVZ0	A0A4V0BVZ0_9STRE	Uncharacterized protein conserved in bacteria	Firmicutes	Lactobacillales	Streptococcus australis	Streptococcaceae
A0A4V0BW39	A0A4V0BW39_9STRE	Uncharacterized protein conserved in bacteria	Firmicutes	Lactobacillales	Streptococcus australis	Streptococcaceae
A0A4V0EJW3	A0A4V0EJW3_STROR	DUF4176 domain-containing protein (Uncharacterized protein conserved in bacteria)	Firmicutes	Lactobacillales	Streptococcus oralis	Streptococcaceae
A0A4V0EK17	A0A4V0EK17_STROR	EsaC protein analog (Listeria type 3)	Firmicutes	Lactobacillales	Streptococcus oralis	Streptococcaceae
A0A4V0EKJ4	A0A4V0EKJ4_STROR	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus oralis	Streptococcaceae
A0A4V0EL75	A0A4V0EL75_STROR	Uncharacterized protein conserved in bacteria	Firmicutes	Lactobacillales	Streptococcus oralis	Streptococcaceae
A0A4V1D5V2	A0A4V1D5V2_STRSU	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Streptococcus suis	Streptococcaceae
A0A4V1W6W3	A0A4V1W6W3_9BACL	DUF4176 domain-containing protein	Firmicutes	Bacillales	Sporolactobacillus sp. THM19-2	Sporolactobacillaceae
A0A4V2L6J6	A0A4V2L6J6_BACMY	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus mycoides	Bacillaceae
A0A4V6LEX8	A0A4V6LEX8_9STRE	EsaC protein analog (Listeria type 3)	Firmicutes	Lactobacillales	Streptococcus australis	Streptococcaceae
A0A4Y3JNR9	A0A4Y3JNR9_9ENTE	Uncharacterized protein	Firmicutes	Lactobacillales	Enterococcus sp. NBRC 3427	Enterococcaceae
A0A4Y3JPD6	A0A4Y3JPD6_9ENTE	Type II secretion protein	Firmicutes	Lactobacillales	Enterococcus sp. NBRC 3427	Enterococcaceae
A0A4Y7QV97	A0A4Y7QV97_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp. BH2	Bacillaceae
A0A4Y8T3I2	A0A4Y8T3I2_BACTU	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus thuringiensis	Bacillaceae
A0A4Y8T540	A0A4Y8T540_BACTU	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus thuringiensis	Bacillaceae
A0A4Y9FMW5	A0A4Y9FMW5_STRAI	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Streptococcus acidominimus	Streptococcaceae
A0A4Y9FR54	A0A4Y9FR54_STRAI	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Streptococcus acidominimus	Streptococcaceae
A0A4Y9FSV1	A0A4Y9FSV1_STRAI	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Streptococcus acidominimus	Streptococcaceae
A0A4Y9JD90	A0A4Y9JD90_9STRE	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Streptococcus cuniculi	Streptococcaceae
A0A4Y9JER6	A0A4Y9JER6_9STRE	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Streptococcus cuniculi	Streptococcaceae
A0A501P914	A0A501P914_9STRE	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Streptococcus symci	Streptococcaceae
A0A506QI22	A0A506QI22_BACSP	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp.	Bacillaceae
A0A506QK30	A0A506QK30_BACSP	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp.	Bacillaceae
A0A512A962	A0A512A962_STRCR	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus cristatus	Streptococcaceae
A0A512AE84	A0A512AE84_STRCR	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus cristatus	Streptococcaceae
A0A514Z9W0	A0A514Z9W0_9LACT	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Lactococcus sp. KACC 19320	Streptococcaceae
A0A514ZA09	A0A514ZA09_9LACT	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Lactococcus sp. KACC 19320	Streptococcaceae
A0A514ZAS0	A0A514ZAS0_9LACT	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Lactococcus sp. KACC 19320	Streptococcaceae
A0A516QNQ9	A0A516QNQ9_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp. BD59S	Bacillaceae
A0A516QNS3	A0A516QNS3_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp. BD59S	Bacillaceae
A0A540UNY3	A0A540UNY3_STRSU	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Streptococcus suis	Streptococcaceae
A0A540UPX9	A0A540UPX9_STRSU	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Streptococcus suis	Streptococcaceae
A0A540UQC2	A0A540UQC2_STRSU	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Streptococcus suis	Streptococcaceae
A0A540UVI1	A0A540UVI1_STRSU	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Streptococcus suis	Streptococcaceae
A0A544VGA4	A0A544VGA4_9BACL	DUF4176 domain-containing protein	Firmicutes	Bacillales	Paenibacillus sp. SDF0028	Paenibacillaceae
A0A552VC86	A0A552VC86_9FIRM	DUF4176 domain-containing protein	Firmicutes	Eubacteriales	Criibacterium bergeronii	Peptostreptococcaceae
A0A552Z017	A0A552Z017_9LACT	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Lactococcus lactis	Streptococcaceae
A0A552Z027	A0A552Z027_9LACT	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Lactococcus lactis	Streptococcaceae
A0A552Z043	A0A552Z043_9LACT	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Lactococcus lactis	Streptococcaceae
A0A556C140	A0A556C140_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp. HY001	Bacillaceae
A0A556C142	A0A556C142_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp. HY001	Bacillaceae
A0A556PKQ5	A0A556PKQ5_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Allobacillus sp. SKP4-8	Bacillaceae
A0A5A7ZCH8	A0A5A7ZCH8_STRSA	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Streptococcus sanguinis	Streptococcaceae
A0A5A9E7V3	A0A5A9E7V3_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp. CH30_1T	Bacillaceae
A0A5A9E9N3	A0A5A9E9N3_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp. CH30_1T	Bacillaceae
A0A5B7Y721	A0A5B7Y721_9STRE	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Streptococcus sp. 1643	Streptococcaceae
A0A5B8PS53	A0A5B8PS53_BACCE	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A5B9Y8X5	A0A5B9Y8X5_9FIRM	DUF4176 domain-containing protein	Firmicutes	Eubacteriales	Cellulosilyticum sp. WCF-2	Lachnospiraceae
A0A5B9YBZ8	A0A5B9YBZ8_9FIRM	DUF4176 domain-containing protein	Firmicutes	Eubacteriales	Cellulosilyticum sp. WCF-2	Lachnospiraceae
A0A5C1FDU2	A0A5C1FDU2_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp. JAS24-2	Bacillaceae
A0A5C4ZGC8	A0A5C4ZGC8_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus pacificus	Bacillaceae
A0A5C5A7N2	A0A5C5A7N2_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus tropicus	Bacillaceae
A0A5C5AUX4	A0A5C5AUX4_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp. CD3-5	Bacillaceae
A0A5C5BN48	A0A5C5BN48_LACLL	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Lactococcus lactis	Streptococcaceae
A0A5C5BN89	A0A5C5BN89_LACLL	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Lactococcus lactis	Streptococcaceae
A0A5C8NIL0	A0A5C8NIL0_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Cerasibacillus terrae	Bacillaceae
A0A5C8NWS9	A0A5C8NWS9_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Cerasibacillus terrae	Bacillaceae
A0A5C8NZH2	A0A5C8NZH2_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Cerasibacillus terrae	Bacillaceae
A0A5C8P0G8	A0A5C8P0G8_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Cerasibacillus terrae	Bacillaceae
A0A5D0CLM6	A0A5D0CLM6_9BACL	DUF4176 domain-containing protein	Firmicutes	Bacillales	Paenibacillus faecis	Paenibacillaceae
A0A5D4U6Q8	A0A5D4U6Q8_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Rossellomorea aquimaris	Bacillaceae
A0A5D4U723	A0A5D4U723_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Rossellomorea aquimaris	Bacillaceae
A0A5E9H1N9	A0A5E9H1N9_CARDV	Uncharacterized protein conserved in bacteria	Firmicutes	Lactobacillales	Carnobacterium divergens (Lactobacillus divergens)	Carnobacteriaceae
A0A5E9ITB1	A0A5E9ITB1_BACTU	Cytoplasmic protein	Firmicutes	Bacillales	Bacillus thuringiensis	Bacillaceae
A0A5F0HMM5	A0A5F0HMM5_STAAU	DUF4176 domain-containing protein	Firmicutes	Bacillales	Staphylococcus aureus	Staphylococcaceae
A0A5F0MHQ8	A0A5F0MHQ8_CARDV	Uncharacterized protein	Firmicutes	Lactobacillales	Carnobacterium divergens (Lactobacillus divergens)	Carnobacteriaceae
A0A5F0MI08	A0A5F0MI08_CARDV	Uncharacterized protein	Firmicutes	Lactobacillales	Carnobacterium divergens (Lactobacillus divergens)	Carnobacteriaceae
A0A5F0MPN8	A0A5F0MPN8_CARDV	Uncharacterized protein	Firmicutes	Lactobacillales	Carnobacterium divergens (Lactobacillus divergens)	Carnobacteriaceae
A0A5F0MQV5	A0A5F0MQV5_CARDV	Uncharacterized protein	Firmicutes	Lactobacillales	Carnobacterium divergens (Lactobacillus divergens)	Carnobacteriaceae
A0A5J6Z0M0	A0A5J6Z0M0_9LACO	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Latilactobacillus graminis	Lactobacillaceae
A0A5J6Z0M5	A0A5J6Z0M5_9LACO	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Latilactobacillus graminis	Lactobacillaceae
A0A5J6Z2K7	A0A5J6Z2K7_9LACO	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Latilactobacillus graminis	Lactobacillaceae
A0A5J6Z512	A0A5J6Z512_9LACO	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Latilactobacillus graminis	Lactobacillaceae
A0A5J6Z530	A0A5J6Z530_9LACO	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Latilactobacillus graminis	Lactobacillaceae
A0A5J6Z6P9	A0A5J6Z6P9_9LACO	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Latilactobacillus graminis	Lactobacillaceae
A0A5K7WZC3	A0A5K7WZC3_9BACL	Uncharacterized protein	Firmicutes	Bacillales	Sporolactobacillus terrae	Sporolactobacillaceae
A0A5M8RIK9	A0A5M8RIK9_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus swezeyi	Bacillaceae
A0A5M8RUL7	A0A5M8RUL7_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus swezeyi	Bacillaceae
A0A5P0ZKB3	A0A5P0ZKB3_9LACO	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Companilactobacillus salsicarnum	Lactobacillaceae
A0A5P6VV05	A0A5P6VV05_PSEXY	DUF4176 domain-containing protein	Firmicutes	Eubacteriales	Pseudobutyrivibrio xylanivorans	Lachnospiraceae
A0A5P8F745	A0A5P8F745_BACTU	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus thuringiensis	Bacillaceae
A0A5R8LX76	A0A5R8LX76_LACZE	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Lacticaseibacillus zeae (Lactobacillus zeae)	Lactobacillaceae
A0A5R8LXY8	A0A5R8LXY8_LACZE	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Lacticaseibacillus zeae (Lactobacillus zeae)	Lactobacillaceae
A0A5R8M1N0	A0A5R8M1N0_LACZE	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Lacticaseibacillus zeae (Lactobacillus zeae)	Lactobacillaceae
A0A5S4Z1C8	A0A5S4Z1C8_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Rossellomorea marisflavi	Bacillaceae
A0A5Z1W3Y9	A0A5Z1W3Y9_LISMN	DUF4176 domain-containing protein (Fragment)	Firmicutes	Bacillales	Listeria monocytogenes	Listeriaceae
A0A640NA42	A0A640NA42_BACAN	Uncharacterized protein	Firmicutes	Bacillales	Bacillus anthracis	Bacillaceae
A0A644WFL7	A0A644WFL7_9ZZZZ	Uncharacterized protein			bioreactor metagenome	
A0A645AVS5	A0A645AVS5_9ZZZZ	Uncharacterized protein			bioreactor metagenome	
A0A653SGW5	A0A653SGW5_BACMY	Uncharacterized protein	Firmicutes	Bacillales	Bacillus mycoides	Bacillaceae
A0A653V763	A0A653V763_9BACI	Uncharacterized protein	Firmicutes	Bacillales	Bacillus sp. 349Y	Bacillaceae
A0A679H1N0	A0A679H1N0_9BACI	Uncharacterized protein	Firmicutes	Bacillales	Bacillus wiedmannii	Bacillaceae
A0A684XL32	A0A684XL32_LISMN	DUF4176 domain-containing protein	Firmicutes	Bacillales	Listeria monocytogenes	Listeriaceae
A0A6A8ICL6	A0A6A8ICL6_9LACO	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Ligilactobacillus ruminis	Lactobacillaceae
A0A6A8ICZ7	A0A6A8ICZ7_9LACO	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Ligilactobacillus ruminis	Lactobacillaceae
A0A6B3VUH7	A0A6B3VUH7_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus aquiflavi	Bacillaceae
A0A6B3W0U7	A0A6B3W0U7_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus aquiflavi	Bacillaceae
A0A6B3W4M2	A0A6B3W4M2_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus aquiflavi	Bacillaceae
A0A6B4JLX6	A0A6B4JLX6_CLOBO	DUF4176 domain-containing protein	Firmicutes	Eubacteriales	Clostridium botulinum	Clostridiaceae
A0A6B4QPV9	A0A6B4QPV9_CLOBO	DUF4176 domain-containing protein	Firmicutes	Eubacteriales	Clostridium botulinum	Clostridiaceae
A0A6B4R0C7	A0A6B4R0C7_CLOBO	DUF4176 domain-containing protein	Firmicutes	Eubacteriales	Clostridium botulinum	Clostridiaceae
A0A6B4ZJB1	A0A6B4ZJB1_CLOBO	DUF4176 domain-containing protein	Firmicutes	Eubacteriales	Clostridium botulinum	Clostridiaceae
A0A6B5A847	A0A6B5A847_CLOSG	DUF4176 domain-containing protein	Firmicutes	Eubacteriales	Clostridium sporogenes	Clostridiaceae
A0A6B5HV76	A0A6B5HV76_STAAU	DUF4176 domain-containing protein	Firmicutes	Bacillales	Staphylococcus aureus	Staphylococcaceae
A0A6C1VQC0	A0A6C1VQC0_BACLI	Uncharacterized protein	Firmicutes	Bacillales	Bacillus licheniformis	Bacillaceae
A0A6C1VU75	A0A6C1VU75_BACLI	Uncharacterized protein	Firmicutes	Bacillales	Bacillus licheniformis	Bacillaceae
A0A6C2C1P3	A0A6C2C1P3_9LACO	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Weissella muntiaci	Lactobacillaceae
A0A6C2C585	A0A6C2C585_9LACO	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Weissella muntiaci	Lactobacillaceae
A0A6C2C5D1	A0A6C2C5D1_9LACO	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Weissella muntiaci	Lactobacillaceae
A0A6D1SYF6	A0A6D1SYF6_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp. BH32	Bacillaceae
A0A6D1SZF7	A0A6D1SZF7_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp. BH32	Bacillaceae
A0A6D2L932	A0A6D2L932_STRSZ	DUF4176 domain-containing protein (EsaC protein analog (Listeria type 3))	Firmicutes	Lactobacillales	Streptococcus equi	Streptococcaceae
A0A6D2LRD3	A0A6D2LRD3_STRSZ	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Streptococcus equi	Streptococcaceae
A0A6F8TYP4	A0A6F8TYP4_9BACI	Uncharacterized protein	Firmicutes	Bacillales	Bacillus sp. KH172YL63	Bacillaceae
A0A6G5ZZP9	A0A6G5ZZP9_9STAP	HTH marR-type domain-containing protein	Firmicutes	Bacillales	Macrococcus canis	Staphylococcaceae
A0A6G8FIM2	A0A6G8FIM2_9MICO	DUF4176 domain-containing protein	Actinobacteria	Micrococcales	Leucobacter insecticola	Microbacteriaceae
A0A6G8FIN2	A0A6G8FIN2_9MICO	DUF4176 domain-containing protein	Actinobacteria	Micrococcales	Leucobacter insecticola	Microbacteriaceae
A0A6G8FLK6	A0A6G8FLK6_9MICO	DUF4176 domain-containing protein	Actinobacteria	Micrococcales	Leucobacter insecticola	Microbacteriaceae
A0A6G8HYK2	A0A6G8HYK2_9STRE	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Streptococcus sp. CNU G2	Streptococcaceae
A0A6G8HZM2	A0A6G8HZM2_9STRE	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Streptococcus sp. CNU G2	Streptococcaceae
A0A6G8I049	A0A6G8I049_9STRE	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Streptococcus sp. CNU G2	Streptococcaceae
A0A6H0UBX6	A0A6H0UBX6_9LACT	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Lactococcus raffinolactis	Streptococcaceae
A0A6H0UD76	A0A6H0UD76_9LACT	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Lactococcus raffinolactis	Streptococcaceae
A0A6H0UH66	A0A6H0UH66_9LACT	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Lactococcus raffinolactis	Streptococcaceae
A0A6H0WEW6	A0A6H0WEW6_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus tequilensis	Bacillaceae
A0A6H2JWI0	A0A6H2JWI0_BACMO	Uncharacterized protein	Firmicutes	Bacillales	Bacillus mojavensis	Bacillaceae
A0A6H3AGA3	A0A6H3AGA3_BACAN	Uncharacterized protein	Firmicutes	Bacillales	Bacillus anthracis	Bacillaceae
A0A6H3BCN0	A0A6H3BCN0_9BACI	Uncharacterized protein	Firmicutes	Bacillales	Bacillus velezensis	Bacillaceae
A0A6H9I1F6	A0A6H9I1F6_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp. AY1-10	Bacillaceae
A0A6H9IGF4	A0A6H9IGF4_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp. BPN334	Bacillaceae
A0A6H9JUR6	A0A6H9JUR6_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp. AY2-1	Bacillaceae
A0A6I0BJP8	A0A6I0BJP8_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp. CH126_4D	Bacillaceae
A0A6I0C3R4	A0A6I0C3R4_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp. CH126_4D	Bacillaceae
A0A6I1F080	A0A6I1F080_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp. B1-b2	Bacillaceae
A0A6I1F0B8	A0A6I1F0B8_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp. B1-b2	Bacillaceae
A0A6I1M5C3	A0A6I1M5C3_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus paralicheniformis	Bacillaceae
